name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,2009-01-01,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,8,4,Energetic
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,2018-09-26,0,221000,0.478,2.27E-05,0.901,0.0801,0.326,0.577,-4.983,0.0334,94.964,9,3,Sad
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,2019-08-05,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.968,4,4,Sad
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,1973-01-01,77,264503,0.596,0.365,0.448,5.3E-06,0.206,0.796,-9.616,0.0396,83.293,5,4,Happy
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,2019-06-14,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,Energetic
The Lonely 1,Being There,Wilco,7DazBjEUpTtyJmiiihvF5Z,1996-10-29,24,288773,0.277,0.885,0.189,0.0042,0.114,0.147,-13.409,0.04,178.821,0,4,Calm
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,2018-08-17,53,292480,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,5,4,Sad
The Mind's Eye,This Ascension is Ours,Song Sung,1igVdCr2mrzwu2lHxUbJWn,2020-07-31,26,331179,0.376,0.000708,0.546,0.777,0.359,0.305,-12.678,0.0362,115.995,7,4,Sad
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,2015-04-06,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9,3,Sad
The Night We Met - Rework,The Night We Met,Nico Casal,6lUDMNgZEaXVprnVgoprfT,2020-07-17,31,177322,0.506,0.992,0.0434,0.866,0.123,0.0823,-19.948,0.0442,110.723,9,5,Calm
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,2013-02-11,61,164866,0.524,0.0252,0.881,0,0.101,0.62,-4.479,0.0468,101.677,5,4,Happy
The Snail’s Teachings II: The Wonders of,In Between (B-Side),Steven Vrancken,2plPRo1J2A2erccAh1eJMB,2020-06-05,37,198250,0.334,0.944,0.00961,0.901,0.105,0.0916,-27.24,0.0416,68.153,5,3,Calm
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,2020-06-16,36,219018,0.549,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0,4,Sad
the theme song,notion,Teodor Wolgers,3n2QaRyg5nTg5Cwwq5mw3Q,2020-04-24,36,159840,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0,4,Calm
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,1c6aKOdOoR1TFqn0JTyc4R,2019-09-19,26,242466,0.216,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,8,3,Calm
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,2019-06-28,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,Energetic
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,2019-08-16,68,186493,0.533,0.00529,0.844,8.91E-05,0.0722,0.712,-5.04,0.0302,123.971,11,4,Energetic
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,2020-01-31,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.194,0.0374,119.965,7,4,Sad
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,2011-11-11,0,223085,0.67,0.786,0.293,0,0.215,0.36,-10.56,0.0486,66.974,5,4,Sad
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,7sJm369JitaQLnkymEMe7f,2019-02-01,0,321146,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,5,4,Calm
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,2018-03-27,26,147248,0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,5,3,Sad
Tidal Wave - Acoustic,Cover My Own (Acoustic EP),Old Sea Brigade,6dTLGUU6eeMD9tu8PwPWn8,2018-04-20,54,155050,0.646,0.935,0.288,0.00122,0.16,0.338,-15.797,0.032,106.923,1,4,Calm
Tilted Towers,Tilted Towers,Alesso,5hdAQegqnitMjNacfLOHQd,2018-11-30,50,259475,0.702,0.000771,0.842,0.828,0.28,0.175,-5.059,0.0331,124.01,7,4,Happy
Time Out,Time Out,Amoll,4CYsf9MUjowxTMTVT39hTL,2020-01-03,32,174240,0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,9,4,Calm
Time Travel,Rooftops,AMBIE,2ENH05Q7PkilEF6WujXNjG,2020-06-22,39,160788,0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.926,8,4,Calm
Tiptoeing,Tiptoeing,Jacco Wynia,28nLvoHu6NbkHNPmoxR8uD,2020-03-20,37,120536,0.467,0.986,0.137,0.928,0.101,0.0687,-23.087,0.043,118.715,0,4,Calm
To Build A Home,Ma Fleur,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,2007-05-07,72,371320,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,9,4,Sad
To Ohio,Oh My God Charlie Darwin (Standard),The Low Anthem,6Es3Z9JmH7yd2HFWC77LpK,2009-06-09,27,197600,0.267,0.0592,0.38,2.33E-05,0.136,0.214,-9.735,0.0279,145.317,2,4,Calm
To The Hilt,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,2016-09-16,42,276746,0.327,0.948,0.101,0,0.0945,0.0866,-13.949,0.0525,171.734,8,4,Sad
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,2018-05-08,0,170021,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859,0.0428,108.003,4,4,Sad
Tomorrow,Tomorrow,Annelie,6TcYEIp0uV6lxkmt4FCqf5,2020-07-03,39,208520,0.325,0.964,0.0809,0.839,0.118,0.0604,-24.493,0.0527,178.307,5,4,Calm
Top Of The World,A Song For You,Carpenters,4mtUOBfy2KjqTOPl7N8esR,1972-01-01,0,179173,0.378,0.817,0.349,0,0.0999,0.663,-12.918,0.0455,184.428,10,4,Happy
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,2008-09-09,49,200240,0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic
Train Wreck,Back from the Edge,James Arthur,55Am8neGJkdj2ADaM3aw5H,2016-10-28,85,208826,0.311,0.701,0.485,0,0.0726,0.225,-5.726,0.0365,77.355,6,4,Sad
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,2003-10-15,0,475093,0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,9,4,Sad
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,3rRL23xxAPJ75K3wGBKZIO,2019-07-05,52,167613,0.42,0.886,0.272,0.834,0.0841,0.38,-14.843,0.0423,180.031,4,3,Calm
Trees - Solo Piano,Trees,Patrick Hamilton,2SDxYHBST2s6dGodsgnNbM,2020-06-26,31,174890,0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,5,4,Calm
Trouble on My Mind,The Way Is Read,The Staves,6wJ8H81GyWIyrBxH74juwo,2017-11-24,31,191200,0.198,0.966,0.252,0.00227,0.136,0.161,-10.668,0.0326,106.7,7,5,Calm
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,2019-12-13,68,222467,0.561,0.95,0.0587,0,0.0828,0.342,-17.819,0.0762,143.027,5,1,Sad
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,2020-01-03,0,495880,0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,9,4,Calm
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,1997,0,279226,0.319,0.118,0.881,0,0.364,0.625,-7.244,0.14,206.941,2,4,Happy
Tubthumping,Tubthumper,Chumbawamba,5YScXJKtefsgdskIy60N7A,1997-01-01,63,278960,0.263,0.106,0.871,0,0.363,0.622,-7.496,0.131,206.68,2,4,Happy
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,2020-04-03,47,191293,0.323,0.99,0.0214,0.902,0.0891,0.0703,-30.328,0.0384,104.033,4,4,Calm
Twins,Breakers,Gem Club,0HkeFfUXYEW21pTlqeADdV,2011-09-27,0,259733,0.256,0.974,0.0674,0.0717,0.116,0.0441,-16.34,0.0356,122.959,9,3,Calm
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,5ZBeML7Lf3FMEVviTyvi8l,1963-03-22,74,155226,0.482,0.641,0.849,7.74E-06,0.0414,0.937,-9.198,0.0452,124.631,2,4,Happy
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,1991-08-27,72,256733,0.543,0.00162,0.912,2.1E-06,0.0565,0.836,-10.71,0.0601,103.731,7,4,Happy
U&I,War,Diskord,2O3DU3oI4jF1NOzr2uhQ8S,2017-05-26,30,198000,0.579,0.0944,0.917,0.0606,0.139,0.502,-3.076,0.217,160.078,2,4,Energetic
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,2019-02-26,0,188413,0.623,0.638,0.613,0.572,0.143,0.745,-9.241,0.0309,147.168,10,4,Sad
Unconditional,For My Father,Aaron Smith,2SSwlNE1JKhLZAjtKjxg6O,2020-08-07,56,203000,0.438,0.886,0.309,1.78E-06,0.21,0.314,-9.022,0.0565,137.705,8,4,Sad
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,2003-01-01,41,161733,0.414,7.12E-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,2019-09-14,51,163875,0.494,0.983,0.263,0.92,0.0746,0.105,-16.818,0.0325,159.875,0,4,Calm
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,2018-05-01,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7,4,Happy
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6,4,Sad
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,2018-08-31,33,217391,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.073,1,4,Happy
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,2018-10-12,25,250987,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,5,4,Calm
Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,6GH4tLwGW6HliKbZBdt6hD,2021-03-24,70,155361,0.429,0.897,0.214,0,0.105,0.189,-12.261,0.242,77.849,1,4,Sad
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,2018-10-25,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.141,0.0368,96.563,9,3,Sad
Unstable (feat. The Kid LAROI),Justice,Justin Bieber,137mSruegm1u6x9NvwiagR,2021-03-19,79,158324,0.495,0.737,0.333,0,0.112,0.37,-10.109,0.0288,99.757,4,4,Sad
Untamed,Before the Bridge,Eddie Berman,1TDKNDMFsFCWJneWAmjLRm,2017-09-01,54,238213,0.397,0.784,0.264,0.176,0.113,0.0857,-11.396,0.029,90.771,4,4,Calm
Untitled #4 - Njósnavélin,( ),Sigur Rós,3fjoFeVDK2ifrZ4yOCwFYC,2002-02-16,46,417080,0.204,0.407,0.421,0.75,0.162,0.117,-11.806,0.0317,117.34,0,4,Calm
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,2006-04-24,0,182533,0.549,0.000785,0.876,0,0.288,0.741,-3.589,0.0404,146.549,6,3,Energetic
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,2009-09-10,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,2020-06-20,38,265641,0.201,0.989,0.0394,0.839,0.0881,0.0754,-21.798,0.0334,73.742,10,4,Calm
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,2019-01-08,20,301960,0.545,0.0888,0.788,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11,4,Sad
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,2020-01-03,59,143000,0.32,0.881,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10,4,Calm
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,2020-05-01,31,145807,0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,3,3,Calm
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2018-02-02,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Energetic
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,2018-07-13,42,194500,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2,4,Happy
Vibe Check,Vibe Check,GRiZ,6e2kwYm4qe4hFbOkLm4nbF,2021-02-19,65,169600,0.736,0.0176,0.945,0.00486,0.315,0.391,-0.751,0.145,149.901,0,4,Energetic
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,2012-01-01,68,281960,0.236,0.811,0.249,1E-06,0.087,0.181,-9.595,0.0348,72.847,6,5,Sad
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,1980-01-10,71,252773,0.68,0.103,0.678,0.00828,0.204,0.251,-11.548,0.0754,131.165,1,4,Happy
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,2006-11-06,0,228333,0.651,0.13,0.946,0,0.148,0.508,-4.717,0.101,91.911,6,4,Happy
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,2008-11-24,56,242373,0.485,0.0941,0.619,3.31E-06,0.109,0.416,-7.115,0.0289,138.017,5,4,Happy
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,2010-03-12,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,2018-12-07,52,217142,0.465,0.00987,0.739,1.88E-06,0.373,0.0652,-7.786,0.0648,125.994,10,4,Happy
Wait For Me,Wait For Me,Jack Curley,3UktGQO4TaIN3Jn7YtJoZr,2020-02-21,0,221728,0.73,0.448,0.688,0,0.0954,0.694,-7.56,0.0307,135.986,10,4,Sad
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,2013-05-22,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,8,4,Sad
Waiting,EP II (+ Skisser EP),Alice Boman,0WnR9teHmp1tkQF33DztIS,2014-05-26,0,184320,0.317,0.975,0.328,0.123,0.116,0.088,-10.084,0.0303,85.264,8,4,Calm
Waiting Around - Acoustic,Vacancy EP,Aisha Badru,6sFLeTTehG9M2nmZ3jKJ1p,2015-03-10,57,152960,0.484,0.987,0.149,0.00811,0.111,0.123,-14.991,0.0372,144.589,0,4,Calm
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,2018-10-19,56,247504,0.507,0.00731,0.887,0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,2019-12-06,52,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,5,4,Calm
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,2006-09-11,74,201173,0.577,0.159,0.756,0.000232,0.249,0.663,-5.82,0.115,176.75,2,4,Happy
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,1985,78,238733,0.596,0.0116,0.869,0.173,0.0678,0.944,-11.97,0.037,109.902,10,4,Happy
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,2014-08-08,0,176652,0.641,0.079,0.806,0.00158,0.0708,0.721,-6.281,0.0323,125.987,8,4,Happy
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,2015-09-04,63,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,2020-05-15,35,142861,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,5,4,Calm
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,2019-09-18,50,182079,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,7,4,Calm
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,2020-03-27,49,228000,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,0,5,Calm
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.656,0.809,0.102,0.788,0.0874,0.595,-20.337,0.0373,118.373,4,3,Sad
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,2020-01-10,31,149635,0.481,0.842,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,6,4,Sad
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,2006-01-01,62,262773,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,9,4,Happy
We Dun Care,We Dun Care,Jaenga,4kVcwZlhWH2idgqLHeY6GZ,2021-01-22,42,223003,0.712,0.000791,0.87,0.000899,0.485,0.155,-4.047,0.211,159.992,2,4,Energetic
We Never Change,Parachutes,Coldplay,5TB6QgrF0RPIxSCGfRDLoe,2000-07-10,60,249400,0.433,0.535,0.288,0.000169,0.105,0.131,-10.801,0.0296,136.939,6,3,Calm
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,2020-04-24,39,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Sad
we'll be fine,we'll be fine,Luz,4TRL1Y8sOR54I3AvRzUZHk,2020-06-19,39,262960,0.563,0.748,0.382,0,0.0714,0.197,-11.138,0.0404,120.802,10,4,Sad
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,2005-01-15,64,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,2007-03-02,0,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Sad
What A Wonderful World - Single Version,All Time Greatest Hits,Louis Armstrong,2pp3RfqX5cb1BAnmNi4Nej,1994-01-01,0,140333,0.388,0.732,0.327,0.00103,0.15,0.222,-12.522,0.0317,107.894,5,3,Happy
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,1990,68,175400,0.542,0.319,0.915,5.34E-05,0.171,0.92,-9.637,0.0549,159.81,9,4,Happy
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,2020-03-06,30,152157,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2,4,Calm
What They'll Say About Us,What They'll Say About Us,FINNEAS,27Y1N4Q4U3EfDU5Ubw8ws2,2020-09-02,69,187601,0.535,0.895,0.314,0.00015,0.0874,0.0663,-12.823,0.0408,145.095,7,4,Sad
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,2004-08-16,59,322160,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,4,Calm
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,2017-03-17,49,216875,0.542,0.935,0.0957,6.4E-06,0.182,0.259,-14.518,0.0404,134.739,8,4,Sad
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,87,196077,0.367,0.978,0.111,3.97E-05,0.0897,0.198,-14.084,0.0972,82.642,4,4,Sad
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,2020-07-10,35,217339,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,9,3,Calm
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,2019-09-16,57,262000,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,6,4,Calm
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,2020-04-21,52,177224,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,5,4,Calm
Where We Left Off,Por Favor,Brett Dennen,6EFLuuYmbEKptZ4wE7va44,2016-05-20,25,240293,0.73,0.809,0.124,0.000151,0.121,0.264,-14.311,0.0362,109.719,0,3,Calm
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,2018-08-10,14,336481,0.651,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,10,4,Sad
Where's My Love,The Bird,SYML,2dssj4b2CNkmrMfZRbEXIM,2019-02-14,0,202106,0.598,0.853,0.343,0.0219,0.123,0.419,-11.04,0.025,103.984,0,4,Calm
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,2020-01-31,35,231841,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,11,4,Calm
Whirlwind,Whirlwind,Sam Ryder,4FdlrVG63Nsx9I7dBtsh6J,2021-02-23,65,208088,0.427,0.739,0.6,4.53E-06,0.172,0.254,-5.512,0.0385,80.603,3,4,Calm
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,1998-11-24,0,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,2019-10-04,18,208353,0.336,0.00797,0.88,0,0.445,0.485,-5.675,0.0739,155.004,6,4,Energetic
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,2018-03-16,44,210000,0.656,0.00428,0.896,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Energetic
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,2019-12-13,30,126801,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,10,4,Calm
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,2020-07-31,28,219000,0.498,0.983,0.18,0.928,0.0924,0.038,-19.819,0.0426,77.407,4,3,Calm
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,1975-01-01,58,230066,0.776,0.19,0.714,0,0.506,0.962,-9.044,0.0388,92.448,10,4,Happy
Why Can't You See Me?,All Together Now,KOKO,02ep6lpHWdBFRo1z38PMNr,2020-10-30,48,197578,0.389,0.883,0.248,1.95E-06,0.0588,0.179,-15.403,0.0441,68.717,0,4,Sad
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,2019-08-27,52,218501,0.213,0.742,0.233,0.881,0.149,0.0378,-14.347,0.0289,94.94,4,3,Calm
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,2018-10-19,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,2020-03-27,48,179610,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,0,4,Calm
windcatcher,windcatcher,Leo Nocta,59VApBbrS2IADQk4ml5mdo,2020-06-19,36,123066,0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,0,3,Calm
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,2020-02-21,29,171283,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,11,4,Calm
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,70,140571,0.732,0.747,0.304,6.13E-05,0.143,0.185,-13.086,0.111,139.965,0,4,Sad
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,1975-09-12,0,334743,0.481,0.735,0.262,0.0114,0.832,0.375,-15.73,0.0414,122.883,7,4,Sad
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,2017-11-11,28,193074,0.445,0.332,0.536,0.0645,0.0576,0.486,-7.65,0.0261,172.15,7,4,Sad
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,2003-01-01,19,209906,0.523,0.000357,0.95,0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Energetic
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,2020-07-10,32,120029,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,0,4,Calm
Wonderful - Solo,Blood (Solo),Lianne La Havas,5ljfu108yl7hBzkou64vnB,2015-07-31,23,261212,0.371,0.978,0.185,0.000173,0.0865,0.197,-10.488,0.0394,177.058,1,4,Calm
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,2019-06-14,53,203076,0.591,0.0484,0.759,1.23E-06,0.108,0.235,-3.785,0.0404,130.043,5,4,Happy
